1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
",the,structure,of,this,film,is,easily,the,most,tightly,constructed,in,the,history,of,cinema,"",	,"",,,,,,,,,,,,
i,can,think,of,no,other,film,where,something,vitally,important,occurs,every,other,minute,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,other,words,the,content,level,of,this,film,is,enough,to,easily,fill,a,dozen,other,films,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
how,can,anyone,in,their,right,mind,ask,for,anything,more,from,a,movie,than,this,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,quite,simply,the,highest,most,superlative,form,of,cinema,imaginable,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,this,film,does,require,a,rather,significant,amount,of,puzzle-solving,but,the,pieces,fit,together,to,create,a,beautiful,picture,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,
this,short,film,certainly,pulls,no,punches,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
graphics,is,far,from,the,best,part,of,the,game,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,the,number,one,best,th,game,in,the,series,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,deserves,strong,love,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,an,insane,game,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,are,massive,levels,massive,unlockable,characters,it's,just,a,massive,game,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
waste,your,money,on,this,game,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,the,kind,of,money,that,is,wasted,properly,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
actually,the,graphics,were,good,at,the,time,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
today,the,graphics,are,crap,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
as,they,say,in,canada,this,is,the,fun,game,aye,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,game,rocks,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
buy,it,play,it,enjoy,it,love,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it's,pure,brilliance,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,was,a,flick,doomed,from,its,conception,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,very,idea,of,it,was,lame,-,take,a,minor,character,from,a,mediocre,pg-13,film,and,make,a,complete,non-sequel,while,changing,its,tone,to,a,pg-rated,family,movie,"",	,"",,,,,,,,,,,,,,,,
i,wasn't,the,least,bit,interested,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,only,did,it,only,confirm,that,the,film,would,be,unfunny,and,generic,but,it,also,managed,to,give,away,the,entire,movie;,and,i'm,not,exaggerating,-,every,moment,every,plot,point,every,joke,is,told,in,the,trailer,"",	,"",,,,,,
but,it's,just,not,funny,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,even,the,talented,carrell,can't,save,this,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
his,co-stars,don't,fare,much,better,with,people,like,morgan,freeman,jonah,hill,and,ed,helms,just,wasted,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,story,itself,is,just,predictable,and,lazy,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,real,effects,work,is,the,presence,of,all,the,animals,and,the,integration,of,those,into,the,scenes,is,some,of,the,worst,and,most,obvious,blue/green-screen,work,i've,ever,seen,"",	,"",,,,,,,,,,,,,,
but,whatever,it,was,that,cost,them,so,much,it,didn't,translate,to,quality,that's,for,sure,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,film,succeeds,despite,or,perhaps,because,of,an,obviously,meagre,budget,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'm,glad,the,film,didn't,go,for,the,most,obvious,choice,as,a,lesser,film,certainly,would,have,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
in,addition,to,having,one,of,the,most,lovely,songs,ever,written,french,cancan,also,boasts,one,of,the,cutest,leading,ladies,ever,to,grace,the,screen,"",	,"",,,,,,,,,,,,,,,,,,,,
it's,hard,not,to,fall,head-over-heels,in,love,with,that,girl,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
on,the,negative,it's,insipid,enough,to,cause,regret,for,another,2,hours,of,life,wasted,in,front,of,the,screen,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,
long,whiny,and,pointless,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,i,recommend,waiting,for,their,future,efforts,let,this,one,go,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
excellent,cast,story,line,performances,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
totally,believable,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
anne,heche,was,utterly,convincing,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sam,shepard's,portrayal,of,a,gung,ho,marine,was,sobering,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,sat,riveted,to,the,tv,screen,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,in,all,i,give,this,one,a,resounding,9,out,of,10,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,do,think,tom,hanks,is,a,good,actor,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,enjoyed,reading,this,book,to,my,children,when,they,were,little,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,very,disappointed,in,the,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
one,character,is,totally,annoying,with,a,voice,that,gives,me,the,feeling,of,fingernails,on,a,chalkboard,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,is,a,totally,unnecessary,train/roller,coaster,scene,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,was,absolutely,no,warmth,or,charm,to,these,scenes,or,characters,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,totally,grates,on,my,nerves,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,performances,are,not,improved,by,improvisation,because,the,actors,now,have,twice,as,much,to,worry,about:,not,only,whether,they're,delivering,the,line,well,but,whether,the,line,itself,is,any,good,"",	,"",,,,,,,,,,,,,
and,quite,honestly,often,its,not,very,good,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
often,the,dialogue,doesn't,really,follow,from,one,line,to,another,or,fit,the,surroundings,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,crackles,with,an,unpredictable,youthful,energy,-,but,honestly,i,found,it,hard,to,follow,and,concentrate,on,it,meanders,so,badly,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
there,are,some,generally,great,things,in,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,wouldn't,say,they're,worth,2,hours,of,your,time,though,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,suspense,builders,were,good,&,just,cross,the,line,from,g,to,pg,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,especially,liked,the,non-cliche,choices,with,the,parents;,in,other,movies,i,could,predict,the,dialog,verbatim,but,the,writing,in,this,movie,made,better,selections,"",	,"",,,,,,,,,,,,,,,,,,,,
if,you,want,a,movie,that's,not,gross,but,gives,you,some,chills,this,is,a,great,choice,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alexander,nevsky,is,a,great,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
he,is,an,amazing,film,artist,one,of,the,most,important,whoever,lived,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'm,glad,this,pretentious,piece,of,s***,didn't,do,as,planned,by,the,dodge,stratus,big,shots,it's,gonna,help,movie,makers,who,aren't,in,the,very,restrained,movie,business,of,quã©bec,"",	,"",,,,,,,,,,,,,,,
this,if,the,first,movie,i've,given,a,10,to,in,years,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,there,was,ever,a,movie,that,needed,word-of-mouth,to,promote,this,is,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overall,the,film,is,interesting,and,thought-provoking,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
plus,it,was,well-paced,and,suited,its,relatively,short,run,time,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
give,this,one,a,look,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,gave,it,a,10,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,wind,and,the,lion,is,well,written,and,superbly,acted,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,a,true,classic,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,actually,turned,out,to,be,pretty,decent,as,far,as,b-list,horror/suspense,films,go,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
definitely,worth,checking,out,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,problem,was,the,script,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,horrendous,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,was,nothing,believable,about,it,at,all,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,suspense,i,was,feeling,was,the,frustration,at,just,how,retarded,the,girls,were,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
manna,from,heaven,is,a,terrific,film,that,is,both,predictable,and,unpredictable,at,the,same,time,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,scenes,are,often,funny,and,occasionally,touching,as,the,characters,evaluate,their,lives,and,where,they,are,going,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,cast,of,veteran,actors,are,more,than,just,a,nostalgia,trip,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ursula,burton's,portrayal,of,the,nun,is,both,touching,and,funny,at,the,same,time,with,out,making,fun,of,nuns,or,the,church,"",	,"",,,,,,,,,,,,,,,,,,,,,,,
if,you,are,looking,for,a,movie,with,a,terrific,cast,some,good,music(including,a,shirley,jones,rendition,of,the,way,you,look,tonight),and,an,uplifting,ending,give,this,one,a,try,"",	,"",,,,,,,,,,,,,,
i,don't,think,you,will,be,disappointed,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frankly,after,cotton,club,and,unfaithful,it,was,kind,of,embarrassing,to,watch,lane,and,gere,in,this,film,because,it,is,bad,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
the,acting,was,bad,the,dialogs,were,extremely,shallow,and,insincere,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,too,predictable,even,for,a,chick,flick,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
too,politically,correct,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
very,disappointing,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,thing,really,worth,watching,was,the,scenery,and,the,house,because,it,is,beautiful,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,love,lane,but,i've,never,seen,her,in,a,movie,this,lousy,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,hour,and,a,half,i,wish,i,could,bring,back,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,in,terms,of,the,writing,it's,very,fresh,and,bold,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,acting,helps,the,writing,along,very,well,(maybe,the,idiot-savant,sister,could,have,been,played,better),and,it,is,a,real,joy,to,watch,"",	,"",,,,,,,,,,,,,,,,,,,,,,
the,directing,and,the,cinematography,aren't,quite,as,good,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,movie,was,so,boring,that,i,sometimes,found,myself,occupied,peaking,in,the,paper,instead,of,watching,(never,happened,during,a,columbo,movie,before,"",	,"",,,,,,,,,,,,,,,,,,,,,,
),and,sometimes,it,was,so,embarrassing,that,i,had,to,look,away,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,directing,seems,too,pretentious,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,scenes,with,the,oh-so-mature,neighbour-girl,are,a,misplace,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
and,generally,the,lines,and,plot,is,weaker,than,the,average,episode,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
then,scene,where,they,debated,whether,or,not,to,sack,the,trumpeter,(who,falsely,was,accused,for,the,murder),is,pure,horror,really,stupid,"",	,"",,,,,,,,,,,,,,,,,,,,,,,
some,applause,should,be,given,to,the,prelude,however,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,really,liked,that,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,great,film,by,a,great,director,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,movie,had,you,on,the,edge,of,your,seat,and,made,you,somewhat,afraid,to,go,to,your,car,at,the,end,of,the,night,"",	,"",,,,,,,,,,,,,,,,,,,,,
the,music,in,the,film,is,really,nice,too,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'd,advise,anyone,to,go,and,see,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brilliant,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,liked,this,movie,way,too,much,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
my,only,problem,is,i,thought,the,actor,playing,the,villain,was,a,low,rent,michael,ironside,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,rocked,my,world,and,is,certainly,a,must,see,for,anyone,with,no,social,or,physical,outlets,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
however,this,didn't,make,up,for,the,fact,that,overall,this,was,a,tremendously,boring,movie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,was,no,chemistry,between,ben,affleck,and,sandra,bullock,in,this,film,and,i,couldn't,understand,why,he,would,consider,even,leaving,his,wife-to-be,for,this,chick,that,he,supposedly,was,knocked,out,by,"",	,"",,,,,,,,,,,,
there,were,several,moments,in,the,movie,that,just,didn't,need,to,be,there,and,were,excruciatingly,slow,moving,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,was,a,poor,remake,of,my,best,friends,wedding,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
all,in,all,a,great,disappointment,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,cannot,believe,that,the,actors,agreed,to,do,this,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,could,not,stand,to,even,watch,it,for,very,long,for,fear,of,losing,iq,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,guess,that,nobody,at,the,network,that,aired,this,dribble,watched,it,before,putting,it,on,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
imdb,ratings,only,go,as,low,"","",for,awful,it's,time,to,get,some,negative,numbers,in,there,for,cases,such,as,these,"",	,,,,,,,,,,,,,,,,,,,,,,,,
i,saw,mirrormask,last,night,and,it,was,an,unsatisfactory,experience,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unfortunately,inexperience,of,direction,meant,that,scene,after,scene,passed,with,little,in,the,way,of,dramatic,tension,or,conflict,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
these,are,the,central,themes,of,the,film,and,they,are,handled,ineptly,stereotypically,and,with,no,depth,of,imagination,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
all,the,pretty,pictures,in,the,world,cannot,make,up,for,a,piece,of,work,that,is,flawed,at,the,core,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,an,hour,and,half,waste,of,time,following,a,bunch,of,very,pretty,high,schoolers,whine,and,cry,about,life,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,
this,is,definitely,a,cult,classic,well,worth,viewing,and,sharing,with,others,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,is,a,pure,disaster,the,story,is,stupid,and,the,editing,is,the,worst,i,have,seen,it,confuses,you,incredibly,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
the,fish,is,badly,made,and,some,of,its,underwater,shots,are,repeated,a,thousand,times,in,the,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
a,truly,truly,bad,film,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,acting,is,terrible,and,the,writing,is,worse,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,only,possible,way,this,movie,could,be,redeemed,would,be,as,mst3k,fodder,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,paid,too,much,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
also,it's,a,real,treat,to,see,anthony,quinn,playing,crazy,horse,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,so,boring,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
no,plot,whatsoever,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
again,no,plot,at,all,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
horrible,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
worst,hour,and,a,half,of,my,lifeoh,my,gosh,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,had,to,walk,out,of,the,theatre,for,a,few,minutes,just,to,get,some,relief,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,hate,movies,like,that,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yeah,the,movie,pretty,much,sucked,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,is,no,plot,or,storyline,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,you,do,go,see,this,movie,bring,a,pillow,or,a,girlfriend/boyfriend,to,keep,you,occupied,through,out,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
awful,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,don't,think,i've,ever,gone,to,a,movie,and,disliked,it,as,much,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,was,a,good,thing,that,the,tickets,only,cost,five,dollars,because,i,would,be,mad,if,i'd,have,paid,$750,to,see,this,crap,"",	,"",,,,,,,,,,,,,,,,,,,,,
nobody,identifies,with,these,characters,because,they're,all,cardboard,cutouts,and,stereotypes,(or,predictably,reverse-stereotypes),"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,is,a,bad,film,with,bad,writing,and,good,actorsan,ugly,cartoon,crafted,by,paul,haggis,for,people,who,can't,handle,anything,but,the,bold,strokes,in,storytellinga,picture,painted,with,crayons,"",	,"",,,,,,,,,,,,,,
crash,is,a,depressing,little,nothing,that,provokes,emotion,but,teaches,you,nothing,if,you,already,know,racism,and,prejudice,are,bad,things,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,
still,i,do,like,this,movie,for,it's,empowerment,of,women;,there's,not,enough,movies,out,there,like,this,one,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
your,brain,will,attempt,to,shut-down,as,part,of,a,primal,impulse,of,self-preservation,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,was,left,shattered,from,the,experience,of,watching,this,'film',and,i,took,a,good,two,hours,to,fully,recover,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,now,joins,revenge,of,the,boogeyman,and,zombiez,as,part,of,the,hellish,trinity,of,horror,films,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,certainly,do,not,mean,this,distinction,in,a,good,way,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,mean,this,in,a,terrible,way,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,film,has,no,redeeming,features,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
everything,is,appalling,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
artless,camera-work,endlessly,presents,us,with,the,ugliest,setting,imaginable,ie,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,story,is,beyond,stupid,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,script,isâ…was,there,a,script,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,kids,are,annoying,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,lead,man,is,charisma-free,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
utterly,without,merit,on,any,level,this,is,akin,to,torture,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i'll,even,say,it,again,â–,this,is,torture,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maybe,there,would,be,a,reasonable,explanation,for,this,atrocity,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
not,a,pleasant,voyage,of,self-discovery,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highly,unrecommended,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
if,this,premise,sound,stupid,that's,because,it,is,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,it's,that,bad,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nothing,at,all,to,recommend,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
an,excellent,performance,from,ms,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garbo,who,showed,right,off,the,bat,that,her,talents,could,carry,over,from,the,silent,era,(i,wanted,to,see,some,of,her,silent,work,but,netflix,doesn't,seem,to,be,stocking,them,"",	,"",,,,,,,,,,,,,
it's,also,great,to,see,that,renowned,silent,screenwriter,frances,marion,hasn't,missed,a,step,going,from,silent,to,sound,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,suffered,because,of,the,writing,it,needed,more,suspense,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
there,were,too,many,close,ups,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,other,than,that,the,movie,seemed,to,drag,and,the,heroes,didn't,really,work,for,their,freedom,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
but,this,movie,is,definitely,a,below,average,rent,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
you'll,love,it,"","	
this",movie,is,bad,"","	
so",bad,"","	
the",film,is,way,too,long,"","	
this",is,definitely,one,of,the,bad,ones,"","	
the",movie,i,received,was,a,great,quality,film,for,it's,age,"","	
john",wayne,did,an,incredible,job,for,being,so
"",in,fact,it's,hard,to,remember,that,the,part,of,ray,charles,is,being,acted,and,not,played,by,the,man,himself,"","	
ray",charles,is,legendary,"","	
ray",charles',life,provided,excellent,biographical,material,for,the,film,which,goes,well,beyond,being,just,another,movie,about,a,musician
the,ending,is,so,so,perfect,you'll,shed,a,tear,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,am,so,thrilled,after,seeing,a,movie,like,this,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
i,will,never,forget,it,now,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
it,is,not,just,a,cult,it,is,a,cult,classic,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
which,has,more,depth,and,character,than,the,man,underneath,it,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,malta,settings,are,as,dry,and,as,barren,as,the,dialogue,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
this,movie,is,terrible,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
the,hockey,scenes,are,terrible,defensemen,playing,like,they're,5,years,old,goalies,diving,at,shots,that,are,10,feet,wide,of,the,net,etc,"",	,"",,,,,,,,,,,,,,,,,,,,,,
for,those,that,haven't,seen,it,don't,waste,your,time,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
to,call,this,movie,a,drama,is,ridiculous,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
started,watching,this,but,didn't,believe,in,any,of,the,characters,"",	,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
